15868,9.999642e-15,707848211482
15868,9.999642e-15,708301035104
15868,9.999642e-15,708271640116
15868,9.999642e-15,708439683564
15868,9.999642e-15,707951796796
15868,9.999642e-15,708095128096
15868,9.999642e-15,708244620176
15868,9.999642e-15,707967913408
15868,9.999642e-15,708558408846
15868,9.999642e-15,708259489794
15868,9.999642e-15,708163581500
15868,9.999642e-15,708266489046
15868,9.999642e-15,707940434356
15868,9.999642e-15,708169222114
15868,9.999642e-15,708319454120
15868,9.999642e-15,707971201970
